name,lat,lng,type,state,district,beds,emergency
Dr. Manoj Jain Hospital,25.4409014,75.6654771,hospital,Rajasthan,Bundi,,
ACC Hospital,25.664441,76.188867,hospital,Rajasthan,Bundi,,
Jyoti Kiran Hospital,25.777836,75.393813,hospital,Rajasthan,Tonk,,
Maya Hospital,25.4286335,75.6417463,hospital,Rajasthan,Bundi,,
Ananya Hospital,25.7530687,75.3798493,hospital,Rajasthan,Tonk,,
Government Hospital,26.7837279,76.6716244,hospital,Rajasthan,Karauli,,
Krishna General Hospital,26.4809192,76.7485961,hospital,Rajasthan,Sawai Madhopur,,
Vijay Ayurveda Hospital and Research Centre,26.7368955,77.0355357,hospital,Rajasthan,Karauli,,
Jhamman Hospital,26.699746,76.910132,hospital,Rajasthan,Karauli,,
Dagur Hospital,26.7580731,77.028061,hospital,Rajasthan,Karauli,,
Garg Hospital,26.4862028,76.740743,hospital,Rajasthan,Sawai Madhopur,,
Goyal Eye Hospital,26.4843897,76.7336507,hospital,Rajasthan,Sawai Madhopur,,
Vikas Hospital,26.0245387,76.3458745,hospital,Rajasthan,Sawai Madhopur,,
Vyapar Mandal Hospital,26.4738894,76.7272207,hospital,Rajasthan,Sawai Madhopur,,
Bhagwan Mahaveer Hospital,26.7357635,77.0339278,hospital,Rajasthan,Karauli,,
City Dental & Skin Care,26.486494,76.7383783,hospital,Rajasthan,Sawai Madhopur,,yes
Singh Hospital & Surgery Centre,26.7349569,77.0289666,hospital,Rajasthan,Karauli,,
Asha Nursing Home,26.7361878,77.0326664,hospital,Rajasthan,Karauli,,
Parash Hospital,26.7368244,77.034911,hospital,Rajasthan,Karauli,,
Dr. Ashish Ortho and General Hospital,26.000538,76.3554502,hospital,Rajasthan,Sawai Madhopur,,
Railway Hospital,26.0199597,76.362337,hospital,Rajasthan,Sawai Madhopur,,
Mother Child Care Hospital,25.9941364,76.3636795,hospital,Rajasthan,Sawai Madhopur,,
Chahar Hospital,26.7399701,77.0299202,hospital,Rajasthan,Karauli,,
GulaB Devi Memorial Hospital,26.4817774,76.7284267,hospital,Rajasthan,Sawai Madhopur,,
Gupta ENT Hospital,26.735437,77.0302101,hospital,Rajasthan,Karauli,,
Essar Multispeciality Hospital,26.5045754,77.0260343,hospital,Rajasthan,Karauli,,
Gangauri Hospital,25.9932433,76.3649908,hospital,Rajasthan,Sawai Madhopur,,
Homeopathic Hospital,26.542019,76.9154914,hospital,Rajasthan,Karauli,,
Railway Hospital,26.0189186,76.3578265,hospital,Rajasthan,Sawai Madhopur,,
VARDHMAN Hospital,26.479045,76.7060226,hospital,Rajasthan,Sawai Madhopur,,
Chandrawali Hospital,26.6995622,76.9115801,hospital,Rajasthan,Karauli,,
Dr. Gopal Gupta Hospital,25.9986507,76.3557496,hospital,Rajasthan,Sawai Madhopur,,
Anita Hospital,26.9295954,76.808867,hospital,Rajasthan,Karauli,,
H.D. Soni Hospital,26.003354,76.3645588,hospital,Rajasthan,Sawai Madhopur,,
Bagdoli Gram Panchayat Hospital,26.2237767,76.1772462,hospital,Rajasthan,Sawai Madhopur,,
Bharat Hospital and Maternity Centre,26.5046002,77.0262703,hospital,Rajasthan,Karauli,,
Dr. Ramsingh Surgical Hospital,26.017027,76.368691,hospital,Rajasthan,Sawai Madhopur,,
Jagarwal Hospital,26.737404,77.044142,hospital,Rajasthan,Karauli,,
Ayurvadik Hospital,26.4613506,77.039664,hospital,Rajasthan,Karauli,,
Government Primary Hospital,26.0178468,76.6850892,hospital,Rajasthan,Sawai Madhopur,,
Dr.M.P. Jain Memorial Hospital,26.0011293,76.3626494,hospital,Rajasthan,Sawai Madhopur,,
Apex,26.483063,76.73412,hospital,Rajasthan,Sawai Madhopur,,
"Government Hospital, Anvi",20.3596291,75.6828313,hospital,Maharashtra,Aurangabad,,
"Women government hospital, london sawargaon",18.6935065,76.3353226,hospital,Maharashtra,Beed,,
"Government Hospital, london sawargaon",18.6947971,76.3359717,hospital,Maharashtra,Beed,,
Bansal Hospital,27.2084667,77.5048019,hospital,Rajasthan,Bharatpur,,
Fateh Singh Hospital,27.2099362,77.512662,hospital,Rajasthan,Bharatpur,,
Dr. L.K. Mishra Hospital,27.2182014,77.5100886,hospital,Rajasthan,Bharatpur,,
Dr. Virendra Tyagi ENT Hospital,26.6933486,77.8955266,hospital,Rajasthan,Dholpur,,
Hamdad Hospital,27.2086904,77.457859,hospital,Rajasthan,Bharatpur,,
Mordwaj Hospital,27.208134,77.505572,hospital,Rajasthan,Bharatpur,,
Suresh Yadav Hospital,27.2181089,77.5091272,hospital,Rajasthan,Bharatpur,,
Cancer Hospital,27.2134311,77.4786086,hospital,Rajasthan,Bharatpur,,
Dr Shri Ram Gupta Memorial Hospital,27.2062415,77.4936879,hospital,Rajasthan,Bharatpur,,
SGN Hospital,27.2296529,77.4890247,hospital,Rajasthan,Bharatpur,,
Ayushman Hospital,26.6914298,77.8944725,hospital,Rajasthan,Dholpur,,
Vinod Gupta Hospital,27.2232872,77.5037538,hospital,Rajasthan,Bharatpur,,
Parsadi Lal Memorial Hospital,27.2038229,77.1943768,hospital,Rajasthan,Bharatpur,,
Shobha Diagnostics Centre,27.2062207,77.502314,hospital,Rajasthan,Bharatpur,,
Renu Hospital,26.692621,77.897873,hospital,Rajasthan,Dholpur,,
Om Hospital,27.2081321,77.506062,hospital,Rajasthan,Bharatpur,,
Prathmesh Eye Hospital,26.6943879,77.8939483,hospital,Rajasthan,Dholpur,,
Dr. Govind Gupta Hospital,27.2192014,77.5064049,hospital,Rajasthan,Bharatpur,,
L S Memorial School Of Nursing,26.6931353,77.8754078,hospital,Rajasthan,Dholpur,,
Dr. Shivcharan Kushwah Hospital,26.6942658,77.8943449,hospital,Rajasthan,Dholpur,,
Shree Digamber Hospital,27.2138335,77.5090789,hospital,Rajasthan,Bharatpur,,
R. B. M. Hospital,27.223636,77.505891,hospital,Rajasthan,Bharatpur,,
Saluja Hospital,27.2100094,77.5024435,hospital,Rajasthan,Bharatpur,,
Women District Hospital,26.6919343,77.9005335,hospital,Rajasthan,Dholpur,,
Chirag Hospital,27.2130052,77.5184709,hospital,Rajasthan,Bharatpur,,
Government Hospital,27.2192445,77.1985915,hospital,Rajasthan,Bharatpur,,
G.S.S.I Hospital,26.649051,77.6140649,hospital,Rajasthan,Dholpur,,
Johari Memorial Hospital,27.2251336,77.4870299,hospital,Rajasthan,Bharatpur,,
Dr. Anil Bansal Nursing Home,26.691196,77.888916,hospital,Rajasthan,Dholpur,,
Vinayak Hospital,27.2242827,77.50376,hospital,Rajasthan,Bharatpur,,
Janana Hospital,27.21823,77.499336,hospital,Rajasthan,Bharatpur,,
S R Hospital,27.2078377,77.4749396,hospital,Rajasthan,Bharatpur,,
Dr. Yashwant Hospital,27.2137367,77.5158094,hospital,Rajasthan,Bharatpur,,
Bansal Hospital,27.6475338,77.2710827,hospital,Rajasthan,Bharatpur,,
Raman Hospital,26.691953,77.898663,hospital,Rajasthan,Dholpur,,
Narayan Hospital,26.6898537,77.8918672,hospital,Rajasthan,Dholpur,,
Paras Hospital,27.6587559,77.2792006,hospital,Rajasthan,Bharatpur,,
Jaipur Hospital,26.6468507,77.6131442,hospital,Rajasthan,Dholpur,,
Mayuri Surgical Hospital,26.7083124,77.8933451,hospital,Rajasthan,Dholpur,,
"R K Hospital, Bayana",26.9140535,77.2850916,hospital,Rajasthan,Bharatpur,,
Madapuriya ENT Hospital,27.2295395,77.4975984,hospital,Rajasthan,Bharatpur,,
BSS Hospital & Trauma Centre,28.110346,76.788276,hospital,Rajasthan,Alwar,,
Anurag Hospital,27.5703659,76.6101094,hospital,Rajasthan,Alwar,,
Sri Krishna Hospital,28.2078839,76.8123077,hospital,Rajasthan,Alwar,,
TB Hospital,27.563268,76.613503,hospital,Rajasthan,Alwar,,
Safiya Hospital,27.56025,76.655815,hospital,Rajasthan,Alwar,,
Jivan Jyoti Hospital,27.8029106,76.6423518,hospital,Rajasthan,Alwar,,
Aggarwal Hospital,28.1122888,76.8332891,hospital,Rajasthan,Alwar,,
Sunita Yadav Hospital,27.579988,76.648014,hospital,Rajasthan,Alwar,,
BMR Hospital,28.200891,76.828864,hospital,Rajasthan,Alwar,,
Shubham Hospitals,27.5864057,76.6147282,hospital,Rajasthan,Alwar,,
Dr. Chhitarmal Sharma Hospital,27.584578,76.813485,hospital,Rajasthan,Alwar,,
Satyam Hospital,28.1127146,76.8334942,hospital,Rajasthan,Alwar,,
City Hospital Alwar,27.567468,76.626398,hospital,Rajasthan,Alwar,,
Bansal Children Hospital,28.2056353,76.8110261,hospital,Rajasthan,Alwar,,
City Hospital & Trauma Centre,28.112056,76.8290875,hospital,Rajasthan,Alwar,,
Netra Jyoti Hospital,27.5567931,76.6118427,hospital,Rajasthan,Alwar,,
Gandhi Hospital,28.2054364,76.8096458,hospital,Rajasthan,Alwar,,
Life Line Hospital,28.12687,76.8791607,hospital,Rajasthan,Alwar,,
Gupta ENT and Heart Centre,27.5597879,76.6111626,hospital,Rajasthan,Alwar,,
Jaipur Dental Hospital,27.7975272,76.6403063,hospital,Rajasthan,Alwar,,
Mukesh Patodia Hospital,28.1137771,76.8331693,hospital,Rajasthan,Alwar,,
Shree Shyam Lal Juneja Hospital,27.5509012,76.6026377,hospital,Rajasthan,Alwar,,
Ashirwad Hospital,28.2059831,76.8104918,hospital,Rajasthan,Alwar,,
Vijay Hospital,27.5723293,76.6142989,hospital,Rajasthan,Alwar,,
Shivam Eye Hospital,28.2053731,76.8121474,hospital,Rajasthan,Alwar,,
Joshi Eye Hospital,27.558207,76.619032,hospital,Rajasthan,Alwar,,
Dr. Patel Hospital,27.5700881,76.6195601,hospital,Rajasthan,Alwar,,
Mittal Child Hospital,27.5511489,76.6077014,hospital,Rajasthan,Alwar,,
Johri Hospital,27.5732643,76.6114066,hospital,Rajasthan,Alwar,,
Mahalaxmi Multispeciality Dental Hospital,27.5571119,76.6117526,hospital,Rajasthan,Alwar,,
Devjan Eye Hospital,27.5560877,76.6198346,hospital,Rajasthan,Alwar,,
Saksham Hospital & Diagnostic Cente,28.1097918,76.7749178,hospital,Rajasthan,Alwar,,
Mahavir HospitaL,27.5391868,76.6157797,hospital,Rajasthan,Alwar,,
Star Hospital,28.2073303,76.8298504,hospital,Rajasthan,Alwar,,
Gupta Dental Hospital,27.5751366,76.6089961,hospital,Rajasthan,Alwar,,
Government Homeopathic Hospital,27.5606376,76.6001301,hospital,Rajasthan,Alwar,,
MTH Hospital,27.570077,76.612144,hospital,Rajasthan,Alwar,,
Priyanka Hospital,27.556235,76.6024848,hospital,Rajasthan,Alwar,,
ESIC Hospital,28.1997378,76.8329693,hospital,Rajasthan,Alwar,,
Government Ayurveda Hospital,27.5664916,76.6030984,hospital,Rajasthan,Alwar,,
Government Life line Hospital,27.5443164,76.5961104,hospital,Rajasthan,Alwar,,
Sapra Hospital,27.576327,76.613917,hospital,Rajasthan,Alwar,,
Government District Ayurveda Hospital,27.5975575,76.6107428,hospital,Rajasthan,Alwar,,
Gera Hospital,28.110595,76.827877,hospital,Rajasthan,Alwar,,
Samir ENT Hospital,27.568977,76.6125314,hospital,Rajasthan,Alwar,,
Shakuntala Maternity & Nursing Home,28.2087852,76.844536,hospital,Rajasthan,Alwar,,
Aarti Memorial Hospital,27.5746103,76.6001412,hospital,Rajasthan,Alwar,,
Prime eye Hospital and Lasik centre,27.5744023,76.6139093,hospital,Rajasthan,Alwar,,
Indoria Homoeopathic Hospital & Research Centre,27.5605384,76.5964468,hospital,Rajasthan,Alwar,,
Dr. Devyani Ranawat Hospital,27.547185,76.6039878,hospital,Rajasthan,Alwar,,
Manohar Eye Hospital,27.5512504,76.6460052,hospital,Rajasthan,Alwar,,
Balaji Multispeciality Hospital,28.1912432,76.820124,hospital,Rajasthan,Alwar,,
Lions Hospital,27.5597458,76.6309911,hospital,Rajasthan,Alwar,,
Sri Vinayak Hospital,28.206787,76.810549,hospital,Rajasthan,Alwar,,
Patodia Hospital,28.1136411,76.8330805,hospital,Rajasthan,Alwar,,
J D Hospital,27.5552132,76.6502831,hospital,Rajasthan,Alwar,,
Sai Charitable Hospital,27.5956287,76.6281084,hospital,Rajasthan,Alwar,,
Joy Children Hospital,27.5683573,76.611557,hospital,Rajasthan,Alwar,,
Railway Hospital,27.5592451,76.6212739,hospital,Rajasthan,Alwar,,yes
Patodiya Hospital,27.5530562,76.634629,hospital,Rajasthan,Alwar,,
Employee's State Insurance Corporation Hospital,27.5249496,76.6802857,hospital,Rajasthan,Alwar,,
Hope Well Hospital,27.6108193,76.6346393,hospital,Rajasthan,Alwar,,
Global Hospital,27.567725,76.615903,hospital,Rajasthan,Alwar,,
Garg Hospital,28.199732,76.840384,hospital,Rajasthan,Alwar,,
Mahindirattha Hospital,27.553673,76.643927,hospital,Rajasthan,Alwar,,
Soni Hospital,28.2006813,76.8385427,hospital,Rajasthan,Alwar,,
Advance Hospital,27.5668099,76.6130192,hospital,Rajasthan,Alwar,,
BSS Hospital,28.1107829,76.7970636,hospital,Rajasthan,Alwar,,
Government Hospital,28.1817833,76.8264715,hospital,Rajasthan,Alwar,,
Thareja Hospital,27.5595213,76.6107009,hospital,Rajasthan,Alwar,,
Shri Shri Hospital and Maternity Home,27.5567187,76.6093644,hospital,Rajasthan,Alwar,,
Geetanjali Hospital,27.56686,76.612488,hospital,Rajasthan,Alwar,,
Geetanand Children Hospital,27.5660483,76.6127571,hospital,Rajasthan,Alwar,,
S.S. Hospital,28.2137386,76.8379355,hospital,Rajasthan,Alwar,,
Jai Hospital and Trauma Centre,27.5859138,76.8175293,hospital,Rajasthan,Alwar,,
Rajesh Hospital,27.557069,76.605236,hospital,Rajasthan,Alwar,,
Nandni Hospital,27.5451507,76.6016735,hospital,Rajasthan,Alwar,,
Life Care Hospital,27.801766,76.640781,hospital,Rajasthan,Alwar,,
Joshi Dental Hospital,27.568861,76.6131337,hospital,Rajasthan,Alwar,,yes
Arora Orthodontic Hospital,27.5783428,76.615177,hospital,Rajasthan,Alwar,,
Anjuman Hospital,28.1129431,76.8292292,hospital,Rajasthan,Alwar,,
Patel Hospital,27.5686888,76.6201955,hospital,Rajasthan,Alwar,,
Apex Hospital,27.56685,76.630391,hospital,Rajasthan,Alwar,,
Rukhaya Dental Hospital,28.2012385,76.8086327,hospital,Rajasthan,Alwar,,
Sunita Hospital,27.5722415,76.6148489,hospital,Rajasthan,Alwar,,
Ayush Hospital,27.5968863,76.6100318,hospital,Rajasthan,Alwar,,
Dr. Pankaj Sharma Hospital,27.5749565,76.614625,hospital,Rajasthan,Alwar,,
"Government Hospital, Savargaon",19.163219,75.6695922,hospital,Maharashtra,Beed,,
"Government Hospital, Dahifalwadmauli",18.8120828,75.872213,hospital,Maharashtra,Beed,,
"Government Hospital, Kuslamb",18.86026,75.3696636,hospital,Maharashtra,Beed,,
Sachkhand Hospital,27.9716286,76.3780399,hospital,Rajasthan,Alwar,,
Prakash Hospital,26.9043501,76.3630901,hospital,Rajasthan,Dausa,,
Soni Devi Memorial Hospital,27.980786,76.3856742,hospital,Rajasthan,Alwar,,
Goyal Hospital,27.0578476,76.9175454,hospital,Rajasthan,Dausa,,
Gupta Hospital,27.2378068,76.6240732,hospital,Rajasthan,Alwar,,
Shri Surya Hospital,26.560715,76.3243243,hospital,Rajasthan,Dausa,,
Geeta Devi Eye Hospital,26.5520806,76.3368502,hospital,Rajasthan,Dausa,,
SKL Hospital,27.5138384,76.3021933,hospital,Rajasthan,Alwar,,
Dr. Vikram Singh Hospital,27.3619809,77.0814683,hospital,Rajasthan,Alwar,,
Om Hospital,27.8960297,76.2801699,hospital,Rajasthan,Alwar,,
Shri Nurshing Hospital & Surgery Center,27.2026989,77.0407123,hospital,Rajasthan,Alwar,,
Shivaya Hospital,26.9061985,76.376099,hospital,Rajasthan,Dausa,,
Vedanta Hospital,27.2406816,76.5986492,hospital,Rajasthan,Alwar,,
Tammen Hospital,27.1582907,76.8540482,hospital,Rajasthan,Dausa,,
Ayurved & Panchakarm Chikitsa Kendra,27.0486822,76.9259217,hospital,Rajasthan,Dausa,,
Shubhi Pulse Hospital & Trauma Centre,26.9055766,76.3682894,hospital,Rajasthan,Dausa,,
Raath Hospital,27.8931169,76.2993819,hospital,Rajasthan,Alwar,,
Gulab Memorial Hospital,27.9000449,76.2823197,hospital,Rajasthan,Alwar,,
Nidhi Hospital,27.3185237,77.0767019,hospital,Rajasthan,Alwar,,
Jaipur Eye Hospital,26.901323,76.341019,hospital,Rajasthan,Dausa,,
Vijay Hospital,27.8922466,76.2923466,hospital,Rajasthan,Alwar,,
Janata Dawakhana,27.1540863,76.8539971,hospital,Rajasthan,Dausa,,
Dwivedi Hospital and Dental Care,27.2665617,76.7522609,hospital,Rajasthan,Alwar,,
Vinayak Hospital,27.0482112,76.9280075,hospital,Rajasthan,Dausa,,
R.K Hospital,27.9912229,76.3851759,hospital,Rajasthan,Alwar,,
Jaghitam Hospital,27.0361717,76.5668884,hospital,Rajasthan,Dausa,,
City Hospital and Trauma Centre,27.0534514,76.9227784,hospital,Rajasthan,Dausa,,
Jain Child and General Hospital,27.055376,76.921191,hospital,Rajasthan,Dausa,,
Dr. Kajodmal Meena Hospital,26.560988,76.321621,hospital,Rajasthan,Dausa,,
Jagmohan Hospital,27.0580899,76.9177981,hospital,Rajasthan,Dausa,,
Patanjali Arogya Kendra,26.8984332,76.3352728,hospital,Rajasthan,Dausa,,
Vinayak Orthodentic Hospital,26.5562262,76.3322837,hospital,Rajasthan,Dausa,,
Malhotra Hospital,26.9524166,76.5783047,hospital,Rajasthan,Dausa,,
Mayur Hospital,27.250834,76.6130379,hospital,Rajasthan,Alwar,,
Jaipur Nursing Home & Eye Hospital,27.0508625,76.9246261,hospital,Rajasthan,Dausa,,
Ram Nursing Home and Fracture Hospital,27.056786,76.919852,hospital,Rajasthan,Dausa,,
Mishri Devi Eye Hospital,27.8920644,76.2774284,hospital,Rajasthan,Alwar,,
Yadav Hospital and Research Centre,27.6923568,76.3504699,hospital,Rajasthan,Alwar,,
Sheetal Hospital,27.6784369,76.35485,hospital,Rajasthan,Alwar,,
Katta Hospital,27.0573361,76.5735299,hospital,Rajasthan,Dausa,,
Ashok Hospital,27.3952671,76.6285359,hospital,Rajasthan,Alwar,,
Santosh Hospital,26.8917812,76.3345034,hospital,Rajasthan,Dausa,,
Bal Gopal Child Hospital,27.040135,76.568496,hospital,Rajasthan,Dausa,,
Dr. Ajeet Hospital,27.9791606,76.3868127,hospital,Rajasthan,Alwar,,
Anand Hospital,26.554867,76.3195385,hospital,Rajasthan,Dausa,,
Paras Hospital,27.041968,76.5712793,hospital,Rajasthan,Dausa,,
Ram Eye Hospital,27.895416,76.281281,hospital,Rajasthan,Alwar,,
Jeevandan Hospital,27.2049703,77.0360669,hospital,Rajasthan,Alwar,,
Vedansh Hospital,27.0556074,76.9200453,hospital,Rajasthan,Dausa,,
Lata Kayakalp Physiotherapy and Ayurvedic Hospital,27.1622261,75.7244958,hospital,Rajasthan,Jaipur,,
Jeevan Rekha Hospital,27.699854,76.190334,hospital,Rajasthan,Jaipur,,
Aastha Dama Hospital,27.087344,75.943903,hospital,Rajasthan,Jaipur,,
Sun Rise Hospital,27.704298,76.196732,hospital,Rajasthan,Jaipur,,
Dr. J.P. Yogi Hospital,27.3838737,75.9544274,hospital,Rajasthan,Jaipur,,
Ram ENT Hospital,27.164571,75.7234946,hospital,Rajasthan,Jaipur,,
Anant Hospital,27.0182637,76.002367,hospital,Rajasthan,Jaipur,,
Balaji Fracture Hospital,27.1578048,75.72583,hospital,Rajasthan,Jaipur,,
Bhagat Ji Polyclinic & Multi Speciality Centre,27.698191,76.1903043,hospital,Rajasthan,Jaipur,,
Jankalyan Hospital,27.1559455,75.7243586,hospital,Rajasthan,Jaipur,,
Anjani Hospital,27.1570258,75.7266221,hospital,Rajasthan,Jaipur,,
Balaji Mahila & Fertility Hospital,27.1522057,75.7274845,hospital,Rajasthan,Jaipur,,
Kapoor Hospital,27.1633195,75.7227808,hospital,Rajasthan,Jaipur,,
Palak Hospital,27.3788132,75.9617947,hospital,Rajasthan,Jaipur,,
Arya Hospital,27.1618614,75.7247333,hospital,Rajasthan,Jaipur,,
Virat Hospital,27.386394,75.958531,hospital,Rajasthan,Jaipur,,
Tanwar Hospital,27.3865629,75.9572012,hospital,Rajasthan,Jaipur,,
Alex Ayush Ayurvedic Hub and Hospital,27.1570093,75.7237421,hospital,Rajasthan,Jaipur,,
Metro Health Hospital,27.6983635,76.1903479,hospital,Rajasthan,Jaipur,,
Shri Ram Hospital,27.6999438,76.1912343,hospital,Rajasthan,Jaipur,,
Dr. Gulab Choudhary Homoeopathic Clinic & Research Centre,27.7042258,76.1967233,hospital,Rajasthan,Jaipur,,
Shri Shyam Hospital and Trauma Centre,27.7024365,76.1908577,hospital,Rajasthan,Jaipur,,
Saini Hospital,27.1722289,75.7279798,hospital,Rajasthan,Jaipur,,
Vinayak Hospital,27.7068687,76.1981697,hospital,Rajasthan,Jaipur,,
MJF Hospital,27.1769884,75.7288495,hospital,Rajasthan,Jaipur,,
Pulse Hospital,27.6956981,76.1872246,hospital,Rajasthan,Jaipur,,
City Hospital,27.1717034,75.7267171,hospital,Rajasthan,Jaipur,,
R.K. Fracture Hospital and Trauma Centre,27.156382,75.72497,hospital,Rajasthan,Jaipur,,
Tokas Gastro Hospital,27.1433413,75.7289475,hospital,Rajasthan,Jaipur,,
Chomu Janana and General Hospital,27.165107,75.722436,hospital,Rajasthan,Jaipur,,
Shree Krishna Hospital,26.8725542,75.2246072,hospital,Rajasthan,Jaipur,,
Aarogya Hospital,27.6970528,76.1887285,hospital,Rajasthan,Jaipur,,
Om Child Hospital,27.1713552,75.7282155,hospital,Rajasthan,Jaipur,,
Shree Shyam Eye Hospital,27.1334409,75.960943,hospital,Rajasthan,Jaipur,,
Choudhary Zenana Hospital,27.146017,75.726338,hospital,Rajasthan,Jaipur,,
Tonk Dental & Facial Trauma Centre,27.018856,75.999834,hospital,Rajasthan,Jaipur,,
Durbeen Hospital,27.7045116,76.2015481,hospital,Rajasthan,Jaipur,,
Yadav Eye Hospital,27.169341,75.718947,hospital,Rajasthan,Jaipur,,
Sanjeevani Hospital,27.1754748,75.7404071,hospital,Rajasthan,Jaipur,,
Shiv Dhara Hospital,27.1563372,75.7244195,hospital,Rajasthan,Jaipur,,
Railway Hospital,26.8683309,75.2415605,hospital,Rajasthan,Jaipur,,
Gurukripa Hospital,27.1652891,75.7311771,hospital,Rajasthan,Jaipur,,
Sharma Hospital,27.1603051,75.7245362,hospital,Rajasthan,Jaipur,,
Shiv Hospital,27.1652398,75.7175441,hospital,Rajasthan,Jaipur,,
Dr. C M Chopra Hospital and Heart Care Centre,27.149668,75.725758,hospital,Rajasthan,Jaipur,,
Indra Hospital,27.4314022,76.1756131,hospital,Rajasthan,Jaipur,,
GP Hospital,27.0377054,75.8903875,hospital,Rajasthan,Jaipur,,
Bansal Hospital,27.150529,75.727644,hospital,Rajasthan,Jaipur,,
Krishna Hospital,27.6972542,76.189864,hospital,Rajasthan,Jaipur,,
Maharaj Vinayak General Hospital,27.067355,75.928286,hospital,Rajasthan,Jaipur,,
Rajnish Hospital,27.3754858,75.9582706,hospital,Rajasthan,Jaipur,,
Baby lom Hospital,26.8111712,75.5430211,hospital,Rajasthan,Jaipur,,
Krishna Hospital,26.990482,75.854497,hospital,Rajasthan,Jaipur,,
Sunil Hospital,26.968535,75.904901,hospital,Rajasthan,Jaipur,,
MPS Hospital,26.9806505,75.9249225,hospital,Rajasthan,Jaipur,,
Bagra Hospital,26.7797811,75.7628848,hospital,Rajasthan,Jaipur,,
Gurukripa Hospital,26.60453,75.945754,hospital,Rajasthan,Jaipur,,
Jai Durga Hospital and Research Centre,26.9719601,75.9222405,hospital,Rajasthan,Jaipur,,
Arihant Surgical & Day Care Centre,26.8651424,75.9521007,hospital,Rajasthan,Jaipur,,
Advance Hospital,26.8008059,75.772354,hospital,Rajasthan,Jaipur,,
Singodiya Hospital,26.954477,75.884311,hospital,Rajasthan,Jaipur,,
Dirghayu Hospital,27.0218008,75.7692008,hospital,Rajasthan,Jaipur,,
Vinayak Hospital,26.9800871,75.9247754,hospital,Rajasthan,Jaipur,,
Kanchan Hospital,26.9091383,75.8950179,hospital,Rajasthan,Jaipur,,
Raj Girish Hospital,26.9212585,75.6561555,hospital,Rajasthan,Jaipur,,
Bhanu Hospital,26.7841241,75.815859,hospital,Rajasthan,Jaipur,,
Saraswati Hospital,27.001439,75.893158,hospital,Rajasthan,Jaipur,,
D. H. Hospital,26.8768382,75.8949215,hospital,Rajasthan,Jaipur,,
Shivam General Hospital,26.875032,75.944543,hospital,Rajasthan,Jaipur,,
Navjeevan Multi Speciality Hospital & Research Centre,26.874159,75.9505404,hospital,Rajasthan,Jaipur,,
J K Hospital,26.9748173,75.3919263,hospital,Rajasthan,Jaipur,,
